ticker	company_name	sector	industry	general_description	customers	products_services	hq_location	exchange	country	logo_url
WAT	Waters Corporation	Health Care	Life Sciences Tools	Analytical instruments	Research institutions	"LC-MS systems, Chromatography, Mass spectrometry"	"Milford, Massachusetts"	NYSE	USA	https://logo.clearbit.com/waters.com
PKI	PerkinElmer Inc.	Health Care	Life Sciences Tools	Life sciences and diagnostics	Research institutions	"Diagnostics, Life sciences, Environmental health"	"Waltham, Massachusetts"	NYSE	USA	https://logo.clearbit.com/perkinelmer.com
MTD	Mettler-Toledo International	Health Care	Life Sciences Tools	Precision instruments	Various industries	"Laboratory instruments, Industrial scales, Analytical instruments"	"Columbus, Ohio"	NYSE	USA	https://logo.clearbit.com/mt.com
TECH	Bio-Techne Corporation	Health Care	Life Sciences Tools	Life science reagents	Research institutions	"Reagents, Instruments, Clinical diagnostics"	"Minneapolis, Minnesota"	NASDAQ	USA	https://logo.clearbit.com/bio-techne.com
AZTA	Azenta Inc.	Health Care	Life Sciences Tools	Life sciences services	Research institutions	"Sample management, Cold storage, Genomics"	"Burlington, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/azenta.com
BRKR	Bruker Corporation	Health Care	Life Sciences Tools	Scientific instruments	Research institutions	"Mass spectrometry, NMR, X-ray"	"Billerica, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/bruker.com
LCID	Lucid Group Inc.	Consumer Discretionary	Automotive	Luxury electric vehicles	Consumers	"Lucid Air sedan, Electric powertrains, Luxury EVs"	"Newark, California"	NASDAQ	USA	https://logo.clearbit.com/lucidmotors.com
CVNA	Carvana Co.	Consumer Discretionary	Automotive	Online used car retailer	Consumers	"Used car sales, Car vending machines, Auto financing"	"Tempe, Arizona"	NYSE	USA	https://logo.clearbit.com/carvana.com
VROOM	Vroom Inc.	Consumer Discretionary	Automotive	Online used car platform	Consumers	"Used car sales, E-commerce, Vehicle delivery"	"New York, New York"	NASDAQ	USA	https://logo.clearbit.com/vroom.com
SFT	Shift Technologies Inc.	Consumer Discretionary	Automotive	Used car platform	Consumers	"Used car marketplace, Vehicle inspection, Financing"	"San Francisco, California"	NASDAQ	USA	https://logo.clearbit.com/shift.com
CPNG	Coupang Inc.	Consumer Discretionary	E-commerce	E-commerce platform	South Korean consumers	"Online retail, Rocket delivery, Digital services"	"Seoul, South Korea"	NYSE	South Korea	https://logo.clearbit.com/coupang.com
MKTX	MarketAxess Holdings Inc.	Financials	Financial Exchanges	Electronic trading platform	Institutional investors	"Bond trading, Credit markets, Electronic trading"	"New York, New York"	NASDAQ	USA	https://logo.clearbit.com/marketaxess.com
VIRT	Virtu Financial Inc.	Financials	Asset Management	Market making and trading	Institutional investors	"Market making, High-frequency trading, Liquidity"	"New York, New York"	NASDAQ	USA	https://logo.clearbit.com/virtu.com
IBKR	Interactive Brokers Group	Financials	Asset Management	Electronic brokerage	Individual and institutional investors	"Online brokerage, Trading technology, Global markets"	"Greenwich, Connecticut"	NASDAQ	USA	https://logo.clearbit.com/interactivebrokers.com
LPLA	LPL Financial Holdings Inc.	Financials	Asset Management	Investment advisory services	Financial advisors	"Independent advisory, Brokerage, Technology"	"San Diego, California"	NASDAQ	USA	https://logo.clearbit.com/lpl.com
RJF	Raymond James Financial	Financials	Asset Management	Financial services	Individual and institutional investors	"Investment banking, Wealth management, Capital markets"	"St. Petersburg, Florida"	NYSE	USA	https://logo.clearbit.com/raymondjames.com
SFTBY	SoftBank Group Corp.	Financials	Asset Management	Technology investment	Technology companies	"Venture capital, Technology investments, Telecommunications"	"Tokyo, Japan"	NASDAQ	Japan	https://logo.clearbit.com/softbank.jp
EVRG	Evergy Inc.	Utilities	Electric Utilities	Electric utility	Residential and business customers	"Electricity generation, Transmission, Distribution"	"Kansas City, Missouri"	NYSE	USA	https://logo.clearbit.com/evergy.com
AEE	Ameren Corporation	Utilities	Electric Utilities	Electric and gas utility	Midwest customers	"Electricity, Natural gas, Renewable energy"	"St. Louis, Missouri"	NYSE	USA	https://logo.clearbit.com/ameren.com
CMS	CMS Energy Corporation	Utilities	Electric Utilities	Electric and gas utility	Michigan customers	"Electricity, Natural gas, Clean energy"	"Jackson, Michigan"	NYSE	USA	https://logo.clearbit.com/cmsenergy.com
DTE	DTE Energy Co.	Utilities	Electric Utilities	Electric and gas utility	Michigan customers	"Electricity, Natural gas, Renewable energy"	"Detroit, Michigan"	NYSE	USA	https://logo.clearbit.com/dteenergy.com
WEC	WEC Energy Group Inc.	Utilities	Electric Utilities	Electric and gas utility	Midwest customers	"Electricity, Natural gas, Renewable energy"	"Milwaukee, Wisconsin"	NYSE	USA	https://logo.clearbit.com/wecenergygroup.com
CNP	CenterPoint Energy Inc.	Utilities	Electric Utilities	Electric and gas utility	Texas and other states	"Electricity, Natural gas, Infrastructure"	"Houston, Texas"	NYSE	USA	https://logo.clearbit.com/centerpointenergy.com
NI	NiSource Inc.	Utilities	Electric Utilities	Electric and gas utility	Midwest customers	"Electricity, Natural gas, Infrastructure"	"Merrillville, Indiana"	NYSE	USA	https://logo.clearbit.com/nisource.com
ATO	Atmos Energy Corporation	Utilities	Gas Utilities	Natural gas utility	Southern and Midwest customers	"Natural gas distribution, Pipeline, Storage"	"Dallas, Texas"	NYSE	USA	https://logo.clearbit.com/atmosenergy.com
UGI	UGI Corporation	Utilities	Gas Utilities	Energy distribution	Customers in US and Europe	"Propane, Natural gas, Electric"	"King of Prussia, Pennsylvania"	NYSE	USA	https://logo.clearbit.com/ugicorp.com
SWX	Southwest Gas Holdings Inc.	Utilities	Gas Utilities	Natural gas utility	Southwest US customers	"Natural gas distribution, Pipeline, Utility construction"	"Las Vegas, Nevada"	NYSE	USA	https://logo.clearbit.com/swgas.com
NJR	New Jersey Resources	Utilities	Gas Utilities	Energy services	New Jersey and other states	"Natural gas, Clean energy, Energy services"	"Wall, New Jersey"	NYSE	USA	https://logo.clearbit.com/njresources.com
SRE	Sempra Energy	Utilities	Gas Utilities	Energy infrastructure	California and international	"Natural gas, Electric, Energy infrastructure"	"San Diego, California"	NYSE	USA	https://logo.clearbit.com/sempra.com
PEG	Public Service Enterprise Group	Utilities	Electric Utilities	Electric and gas utility	New Jersey and surrounding areas	"Electricity, Natural gas, Clean energy"	"Newark, New Jersey"	NYSE	USA	https://logo.clearbit.com/pseg.com
ETR	Entergy Corporation	Utilities	Electric Utilities	Electric utility	South Central US	"Electricity generation, Transmission, Distribution"	"New Orleans, Louisiana"	NYSE	USA	https://logo.clearbit.com/entergy.com
LNT	Alliant Energy Corporation	Utilities	Electric Utilities	Electric and gas utility	Midwest customers	"Electricity, Natural gas, Renewable energy"	"Madison, Wisconsin"	NASDAQ	USA	https://logo.clearbit.com/alliantenergy.com
OGE	OGE Energy Corp.	Utilities	Electric Utilities	Electric utility	Oklahoma and Arkansas	"Electricity generation, Transmission, Distribution"	"Oklahoma City, Oklahoma"	NYSE	USA	https://logo.clearbit.com/oge.com
POR	Portland General Electric	Utilities	Electric Utilities	Electric utility	Oregon customers	"Electricity generation, Transmission, Distribution"	"Portland, Oregon"	NYSE	USA	https://logo.clearbit.com/portlandgeneral.com
BKH	Black Hills Corporation	Utilities	Electric Utilities	Energy utility	Mountain West and Midwest	"Electricity, Natural gas, Mining"	"Rapid City, South Dakota"	NYSE	USA	https://logo.clearbit.com/blackhillscorp.com
MDU	MDU Resources Group Inc.	Utilities	Electric Utilities	Diversified energy	Upper Midwest customers	"Electricity, Natural gas, Construction, Mining"	"Bismarck, North Dakota"	NYSE	USA	https://logo.clearbit.com/mdu.com
NWE	NorthWestern Corporation	Utilities	Electric Utilities	Electric and gas utility	Northwest and Upper Midwest	"Electricity, Natural gas, Renewable energy"	"Sioux Falls, South Dakota"	NASDAQ	USA	https://logo.clearbit.com/northwestern.com
AVA	Avista Corporation	Utilities	Electric Utilities	Electric and gas utility	Pacific Northwest	"Electricity, Natural gas, Renewable energy"	"Spokane, Washington"	NYSE	USA	https://logo.clearbit.com/avistacorp.com
HE	Hawaiian Electric Industries	Utilities	Electric Utilities	Electric utility	Hawaii customers	"Electricity generation, Renewable energy, Banking"	"Honolulu, Hawaii"	NYSE	USA	https://logo.clearbit.com/hawaiianelectric.com
UNS	Unisource Energy Corporation	Utilities	Electric Utilities	Electric utility	Arizona customers	"Electricity generation, Transmission, Distribution"	"Tucson, Arizona"	NYSE	USA	https://logo.clearbit.com/uesaz.com
IDA	IDACORP Inc.	Utilities	Electric Utilities	Electric utility	Idaho customers	"Electricity generation, Transmission, Distribution"	"Boise, Idaho"	NYSE	USA	https://logo.clearbit.com/idacorpinc.com
OTTR	Otter Tail Corporation	Utilities	Electric Utilities	Electric utility	Upper Midwest	"Electricity, Manufacturing, Health services"	"Fergus Falls, Minnesota"	NASDAQ	USA	https://logo.clearbit.com/ottertail.com
MGEE	MGE Energy Inc.	Utilities	Electric Utilities	Electric and gas utility	Wisconsin customers	"Electricity, Natural gas, Renewable energy"	"Madison, Wisconsin"	NASDAQ	USA	https://logo.clearbit.com/mgeenergy.com
NWN	Northwest Natural Holding Co.	Utilities	Gas Utilities	Natural gas utility	Pacific Northwest	"Natural gas distribution, Renewable energy"	"Portland, Oregon"	NYSE	USA	https://logo.clearbit.com/nwnatural.com
YORW	York Water Company	Utilities	Water Utilities	Water utility	Pennsylvania customers	"Water treatment, Distribution, Wastewater"	"York, Pennsylvania"	NASDAQ	USA	https://logo.clearbit.com/yorkwater.com
WTRG	Essential Utilities Inc.	Utilities	Water Utilities	Water and gas utility	Multiple states	"Water, Wastewater, Natural gas"	"Bryn Mawr, Pennsylvania"	NYSE	USA	https://logo.clearbit.com/essential.co
SJW	SJW Group	Utilities	Water Utilities	Water utility	California and other states	"Water treatment, Distribution, Wastewater"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/sjwgroup.com
CWT	California Water Service Group	Utilities	Water Utilities	Water utility	California and other states	"Water treatment, Distribution, Customer service"	"San Jose, California"	NYSE	USA	https://logo.clearbit.com/calwater.com
MSEX	Middlesex Water Company	Utilities	Water Utilities	Water utility	New Jersey and Delaware	"Water treatment, Distribution, Wastewater"	"Iselin, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/middlesexwater.com
GWRS	Global Water Resources Inc.	Utilities	Water Utilities	Water and wastewater services	Arizona communities	"Water treatment, Wastewater, Recycled water"	"Phoenix, Arizona"	NASDAQ	USA	https://logo.clearbit.com/gwresources.com
ARTNA	Artesian Resources Corporation	Utilities	Water Utilities	Water utility	Delaware and surrounding areas	"Water treatment, Distribution, Wastewater"	"Newark, Delaware"	NASDAQ	USA	https://logo.clearbit.com/artesianwater.com
WTR	Aqua America Inc.	Utilities	Water Utilities	Water and wastewater services	Multiple states	"Water treatment, Distribution, Wastewater"	"Bryn Mawr, Pennsylvania"	NYSE	USA	https://logo.clearbit.com/essential.co
CNMD	CONMED Corporation	Health Care	Medical Devices	Surgical devices	Healthcare providers	"Surgical instruments, Arthroscopy, General surgery"	"Largo, Florida"	NYSE	USA	https://logo.clearbit.com/conmed.com
MMSI	Merit Medical Systems Inc.	Health Care	Medical Devices	Medical devices	Healthcare providers	"Interventional procedures, Cardiology, Radiology"	"South Jordan, Utah"	NASDAQ	USA	https://logo.clearbit.com/merit.com
NVCR	Novocure Limited	Health Care	Medical Devices	Cancer treatment technology	Healthcare providers	"Tumor treating fields, Oncology, Medical devices"	"Jersey, Channel Islands"	NASDAQ	Jersey	https://logo.clearbit.com/novocure.com
NEOG	Neogen Corporation	Health Care	Life Sciences Tools	Food and animal safety	Food and animal health industries	"Food safety, Animal genomics, Veterinary instruments"	"Lansing, Michigan"	NASDAQ	USA	https://logo.clearbit.com/neogen.com
TMDX	TransMedics Group Inc.	Health Care	Medical Devices	Organ transplant technology	Healthcare providers	"Organ preservation, Heart transplant, Lung transplant"	"Andover, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/transmedics.com
GEHC	GE HealthCare Technologies	Health Care	Medical Devices	Medical imaging and diagnostics	Healthcare providers	"Medical imaging, Ultrasound, Patient monitoring"	"Chicago, Illinois"	NASDAQ	USA	https://logo.clearbit.com/gehealthcare.com
SOLV	Solventum Corporation	Health Care	Medical Devices	Healthcare technology	Healthcare providers	"Medical solutions, Healthcare technology, Patient care"	"St. Paul, Minnesota"	NYSE	USA	https://logo.clearbit.com/solventum.com
LIVN	LivaNova PLC	Health Care	Medical Devices	Medical technology	Healthcare providers	"Cardiac surgery, Neuromodulation, Cardiopulmonary"	"London, United Kingdom"	NASDAQ	United Kingdom	https://logo.clearbit.com/livanova.com
ITGR	Integra LifeSciences Holdings	Health Care	Medical Devices	Medical technology	Healthcare providers	"Neurosurgery, Orthopedics, Reconstructive surgery"	"Princeton, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/integralife.com
NARI	Inari Medical Inc.	Health Care	Medical Devices	Interventional devices	Healthcare providers	"Venous thromboembolism, Vascular intervention, Minimally invasive"	"Irvine, California"	NASDAQ	USA	https://logo.clearbit.com/inarimedical.com
PRCT	ProcureAM	Health Care	Medical Devices	Proton therapy	Healthcare providers	"Proton therapy, Cancer treatment, Radiation oncology"	"Bloomington, Indiana"	NASDAQ	USA	https://logo.clearbit.com/procureamllc.com
SRDX	SurModics Inc.	Health Care	Medical Devices	Medical device coatings	Medical device companies	"Drug delivery, Surface modification, In vitro diagnostics"	"Eden Prairie, Minnesota"	NASDAQ	USA	https://logo.clearbit.com/surmodics.com
UFPT	UFP Technologies Inc.	Industrials	Packaging & Containers	Engineered components	Various industries	"Packaging, Medical devices, Automotive components"	"Georgetown, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/ufpt.com
SONM	Sonim Technologies Inc.	Information Technology	Communications Equipment	Rugged mobile devices	Enterprise customers	"Rugged smartphones, Push-to-talk, IoT devices"	"Austin, Texas"	NASDAQ	USA	https://logo.clearbit.com/sonimtech.com
VISL	Vislink Technologies Inc.	Information Technology	Communications Equipment	Video communication solutions	Broadcasting and military	"Live video transmission, Satellite communication, Wireless"	"Hackensack, New Jersey"	NASDAQ	USA	https://logo.clearbit.com/vislink.com
DZSI	DZS Inc.	Information Technology	Communications Equipment	Broadband access solutions	Service providers	"Fiber optic networks, Broadband equipment, Software"	"Plano, Texas"	NASDAQ	USA	https://logo.clearbit.com/dzsi.com
NTCT	NetScout Systems Inc.	Information Technology	Communications Equipment	Network performance management	Service providers	"Network monitoring, Cybersecurity, Service assurance"	"Westford, Massachusetts"	NASDAQ	USA	https://logo.clearbit.com/netscout.com
COMM	CommScope Holding Company	Information Technology	Communications Equipment	Network infrastructure	Service providers	"Fiber optic, Wireless, Data center infrastructure"	"Hickory, North Carolina"	NASDAQ	USA	https://logo.clearbit.com/commscope.com
ADTN	ADTRAN Holdings Inc.	Information Technology	Communications Equipment	Network infrastructure	Service providers	"Fiber access, Ethernet, Software-defined networking"	"Huntsville, Alabama"	NASDAQ	USA	https://logo.clearbit.com/adtran.com
CIEN	Ciena Corporation	Information Technology	Communications Equipment	Network infrastructure	Service providers	"Optical networking, Software, Professional services"	"Hanover, Maryland"	NYSE	USA	https://logo.clearbit.com/ciena.com
LITE	Lumentum Holdings Inc.	Information Technology	Communications Equipment	Optical and photonic products	Telecom and datacom	"Optical components, Lasers, 3D sensing"	"San Jose, California"	NASDAQ	USA	https://logo.clearbit.com/lumentum.com
AAOI	Applied Optoelectronics Inc.	Information Technology	Communications Equipment	Fiber-optic networking products	Telecom equipment vendors	"Optical transceivers, Components, Subsystems"	"Sugar Land, Texas"	NASDAQ	USA	https://logo.clearbit.com/ao-inc.com
FNKO	Funko Inc.	Consumer Discretionary	Leisure Products	Pop culture consumer products	Consumers	"Collectible figures, Toys, Licensed merchandise"	"Everett, Washington"	NASDAQ	USA	https://logo.clearbit.com/funko.com
JAKK	JAKKS Pacific Inc.	Consumer Discretionary	Leisure Products	Toy manufacturer	Children and collectors	"Action figures, Dolls, Electronic toys"	"Santa Monica, California"	NASDAQ	USA	https://logo.clearbit.com/jakks.com
HAS	Hasbro Inc.	Consumer Discretionary	Leisure Products	Toy and game manufacturer	Children and families	"Board games, Action figures, Entertainment"	"Pawtucket, Rhode Island"	NASDAQ	USA	https://logo.clearbit.com/hasbro.com
